# Region type : patch outlet
# Faces         : 20
# Area          : 4.36243709e-07
# Scale factor  : 1.00000000e+00
# Weight field  : phi
# Time          	weightedAverage(p)	weightedAverage(U)	weightedAverage(T)
63000           	1.01325000e+05	(1.06097701e+00 3.88873880e-07 1.26247633e-12)	3.99982971e+02
63100           	1.01325000e+05	(1.06097865e+00 1.36844512e-07 1.26664880e-12)	3.99982971e+02
63200           	1.01325000e+05	(1.06097833e+00 -2.47022863e-07 1.25883186e-12)	3.99982971e+02
63300           	1.01325000e+05	(1.06097678e+00 -3.29914690e-07 1.22988769e-12)	3.99982971e+02
63400           	1.01325000e+05	(1.06097566e+00 -6.06119801e-08 1.26830133e-12)	3.99982971e+02
63500           	1.01325000e+05	(1.06097648e+00 2.27769384e-07 1.24392442e-12)	3.99982971e+02
63600           	1.01325000e+05	(1.06097791e+00 2.00339960e-08 1.24158904e-12)	3.99982971e+02
63700           	1.01325000e+05	(1.06097712e+00 -2.30041378e-07 1.24665966e-12)	3.99982971e+02
63800           	1.01325000e+05	(1.06097602e+00 -2.58971278e-08 1.25252020e-12)	3.99982971e+02
63900           	1.01325000e+05	(1.06097663e+00 2.22410075e-07 1.26279330e-12)	3.99982971e+02
64000           	1.01325000e+05	(1.06097800e+00 1.78763509e-07 1.25248922e-12)	3.99982971e+02
64100           	1.01325000e+05	(1.06097830e+00 -1.83680180e-07 1.24964142e-12)	3.99982971e+02
64200           	1.01325000e+05	(1.06097665e+00 -2.54858336e-07 1.27870946e-12)	3.99982971e+02
64300           	1.01325000e+05	(1.06097592e+00 8.38909249e-08 1.24593481e-12)	3.99982971e+02
64400           	1.01325000e+05	(1.06097694e+00 3.03330344e-07 1.25572736e-12)	3.99982971e+02
64500           	1.01325000e+05	(1.06097852e+00 2.11117002e-07 1.22663125e-12)	3.99982971e+02
64600           	1.01325000e+05	(1.06097897e+00 -2.45909944e-07 1.25547675e-12)	3.99982971e+02
64700           	1.01325000e+05	(1.06097692e+00 -4.28708031e-07 1.22393116e-12)	3.99982971e+02
64800           	1.01325000e+05	(1.06097539e+00 -7.86945876e-08 1.24201732e-12)	3.99982971e+02
64900           	1.01325000e+05	(1.06097589e+00 3.07459669e-07 1.24377540e-12)	3.99982971e+02
65000           	1.01325000e+05	(1.06097788e+00 4.03952411e-07 1.22763718e-12)	3.99982971e+02
65100           	1.01325000e+05	(1.06097944e+00 -7.52580865e-08 1.24306302e-12)	3.99982971e+02
65200           	1.01325000e+05	(1.06097779e+00 -5.26473323e-07 1.25297857e-12)	3.99982971e+02
65300           	1.01325000e+05	(1.06097535e+00 -3.01267438e-07 1.24826390e-12)	3.99982971e+02
65400           	1.01325000e+05	(1.06097493e+00 2.70310719e-07 1.25034402e-12)	3.99982971e+02
65500           	1.01325000e+05	(1.06097753e+00 5.70040297e-07 1.23355854e-12)	3.99982971e+02
65600           	1.01325000e+05	(1.06098009e+00 3.08406777e-08 1.24106192e-12)	3.99982971e+02
65700           	1.01325000e+05	(1.06097848e+00 -5.81409793e-07 1.24401702e-12)	3.99982971e+02
65800           	1.01325000e+05	(1.06097543e+00 -3.56173791e-07 1.25105559e-12)	3.99982971e+02
65900           	1.01325000e+05	(1.06097511e+00 3.21606542e-07 1.24549308e-12)	3.99982971e+02
66000           	1.01325000e+05	(1.06097820e+00 5.75402472e-07 1.25878181e-12)	3.99982971e+02
66100           	1.01325000e+05	(1.06098061e+00 -8.37566155e-08 1.25552465e-12)	3.99982971e+02
66200           	1.01325000e+05	(1.06097846e+00 -7.33626735e-07 1.25765879e-12)	3.99982971e+02
66300           	1.01325000e+05	(1.06097472e+00 -4.09819643e-07 1.27405355e-12)	3.99982971e+02
66400           	1.01325000e+05	(1.06097449e+00 4.80416754e-07 1.24067268e-12)	3.99982971e+02
66500           	1.01325000e+05	(1.06097855e+00 7.36168911e-07 1.25477602e-12)	3.99982971e+02
66600           	1.01325000e+05	(1.06098120e+00 -1.18662308e-07 1.24265128e-12)	3.99982971e+02
66700           	1.01325000e+05	(1.06097822e+00 -8.59305144e-07 1.24469557e-12)	3.99982971e+02
66800           	1.01325000e+05	(1.06097391e+00 -3.30603523e-07 1.24662478e-12)	3.99982971e+02
66900           	1.01325000e+05	(1.06097446e+00 6.63200218e-07 1.24904974e-12)	3.99982971e+02
67000           	1.01325000e+05	(1.06097906e+00 7.63221402e-07 1.27405016e-12)	3.99982971e+02
67100           	1.01325000e+05	(1.06098121e+00 -2.35839772e-07 1.23845715e-12)	3.99982971e+02
67200           	1.01325000e+05	(1.06097726e+00 -9.08294565e-07 1.25142638e-12)	3.99982971e+02
67300           	1.01325000e+05	(1.06097302e+00 -1.51781596e-07 1.26224406e-12)	3.99982971e+02
67400           	1.01325000e+05	(1.06097443e+00 8.66928811e-07 1.25422779e-12)	3.99982971e+02
67500           	1.01325000e+05	(1.06097963e+00 8.93198143e-07 1.24571022e-12)	3.99982971e+02
67600           	1.01325000e+05	(1.06098270e+00 -2.95890829e-07 1.22835511e-12)	3.99982971e+02
67700           	1.01325000e+05	(1.06097817e+00 -1.32263830e-06 1.25320351e-12)	3.99982971e+02
67800           	1.01325000e+05	(1.06097175e+00 -5.41538898e-07 1.24096768e-12)	3.99982971e+02
67900           	1.01325000e+05	(1.06097253e+00 8.60817330e-07 1.22474515e-12)	3.99982971e+02
68000           	1.01325000e+05	(1.06097862e+00 1.14287102e-06 1.23003689e-12)	3.99982971e+02
68100           	1.01325000e+05	(1.06098329e+00 -7.81798254e-08 1.26196830e-12)	3.99982971e+02
68200           	1.01325000e+05	(1.06097943e+00 -1.49360711e-06 1.24991472e-12)	3.99982971e+02
68300           	1.01325000e+05	(1.06097112e+00 -9.08321148e-07 1.24888431e-12)	3.99982971e+02
68400           	1.01325000e+05	(1.06097024e+00 9.92175894e-07 1.24020917e-12)	3.99982971e+02
68500           	1.01325000e+05	(1.06097853e+00 1.78598214e-06 1.25398324e-12)	3.99982971e+02
68600           	1.01325000e+05	(1.06098588e+00 2.30883986e-08 1.25824864e-12)	3.99982971e+02
68700           	1.01325000e+05	(1.06097955e+00 -1.77446864e-06 1.25263711e-12)	3.99982971e+02
68800           	1.01325000e+05	(1.06097127e+00 -4.14243272e-07 1.24161119e-12)	3.99982971e+02
68900           	1.01325000e+05	(1.06097495e+00 1.01603564e-06 1.22232968e-12)	3.99982971e+02
69000           	1.01325000e+05	(1.06098079e+00 4.15875514e-07 1.24495743e-12)	3.99982971e+02
69100           	1.01325000e+05	(1.06097967e+00 -8.10854662e-07 1.25681359e-12)	3.99982971e+02
69200           	1.01325000e+05	(1.06097352e+00 -5.14085435e-07 1.25271512e-12)	3.99982971e+02
69300           	1.01325000e+05	(1.06097376e+00 8.60543116e-07 1.24737235e-12)	3.99982971e+02
69400           	1.01325000e+05	(1.06097965e+00 8.77625510e-07 1.25639450e-12)	3.99982971e+02
69500           	1.01325000e+05	(1.06098167e+00 -2.54575489e-07 1.23819918e-12)	3.99982971e+02
69600           	1.01325000e+05	(1.06097791e+00 -9.29632180e-07 1.23227966e-12)	3.99982971e+02
69700           	1.01325000e+05	(1.06097341e+00 -3.89442733e-07 1.24150119e-12)	3.99982971e+02
69800           	1.01325000e+05	(1.06097328e+00 7.07838439e-07 1.22995727e-12)	3.99982971e+02
69900           	1.01325000e+05	(1.06097849e+00 1.11657684e-06 1.24341686e-12)	3.99982971e+02
70000           	1.01325000e+05	(1.06098255e+00 3.36520709e-08 1.26819913e-12)	3.99982971e+02
70100           	1.01325000e+05	(1.06097905e+00 -8.83400358e-07 1.24474713e-12)	3.99982971e+02
70200           	1.01325000e+05	(1.06097496e+00 -4.34844409e-07 1.24512908e-12)	3.99982971e+02
70300           	1.01325000e+05	(1.06097444e+00 2.19150015e-07 1.24587418e-12)	3.99982971e+02
70400           	1.01325000e+05	(1.06097643e+00 6.22901421e-07 1.26207317e-12)	3.99982971e+02
70500           	1.01325000e+05	(1.06097891e+00 2.78624980e-07 1.27660933e-12)	3.99982971e+02
70600           	1.01325000e+05	(1.06097849e+00 -1.67999769e-07 1.26387312e-12)	3.99982971e+02
70700           	1.01325000e+05	(1.06097715e+00 -2.72643073e-07 1.23864603e-12)	3.99982971e+02
70800           	1.01325000e+05	(1.06097596e+00 -1.71341094e-07 1.23659568e-12)	3.99982971e+02
70900           	1.01325000e+05	(1.06097538e+00 1.24092797e-07 1.25711305e-12)	3.99982971e+02
71000           	1.01325000e+05	(1.06097642e+00 4.45039715e-07 1.25082889e-12)	3.99982971e+02
71100           	1.01325000e+05	(1.06097843e+00 3.22269629e-07 1.24010991e-12)	3.99982971e+02
71200           	1.01325000e+05	(1.06097895e+00 -8.16574992e-09 1.24220051e-12)	3.99982971e+02
71300           	1.01325000e+05	(1.06097830e+00 -3.38438728e-07 1.26046246e-12)	3.99982971e+02
71400           	1.01325000e+05	(1.06097575e+00 -2.84326401e-07 1.24444086e-12)	3.99982971e+02
71500           	1.01325000e+05	(1.06097557e+00 3.76591822e-07 1.26073007e-12)	3.99982971e+02
71600           	1.01325000e+05	(1.06097821e+00 3.42954194e-07 1.24836527e-12)	3.99982971e+02
71700           	1.01325000e+05	(1.06097871e+00 -7.12678188e-08 1.24904071e-12)	3.99982971e+02
71800           	1.01325000e+05	(1.06097753e+00 -3.32443836e-07 1.25567598e-12)	3.99982971e+02
71900           	1.01325000e+05	(1.06097558e+00 -1.40974185e-07 1.24778965e-12)	3.99982971e+02
72000           	1.01325000e+05	(1.06097589e+00 2.17499917e-07 1.23080803e-12)	3.99982971e+02
72100           	1.01325000e+05	(1.06097672e+00 1.75331228e-07 1.24956295e-12)	3.99982971e+02
72200           	1.01325000e+05	(1.06097721e+00 2.61955102e-07 1.25824082e-12)	3.99982971e+02
72300           	1.01325000e+05	(1.06097857e+00 2.46875642e-08 1.23999376e-12)	3.99982971e+02
72400           	1.01325000e+05	(1.06097783e+00 -3.64348143e-07 1.25430111e-12)	3.99982971e+02
72500           	1.01325000e+05	(1.06097605e+00 -2.85316958e-07 1.22675884e-12)	3.99982971e+02
72600           	1.01325000e+05	(1.06097553e+00 9.37315182e-08 1.24559649e-12)	3.99982971e+02
72700           	1.01325000e+05	(1.06097734e+00 3.42020827e-07 1.25339295e-12)	3.99982971e+02
72800           	1.01325000e+05	(1.06097939e+00 -9.26838615e-08 1.25025035e-12)	3.99982971e+02
72900           	1.01325000e+05	(1.06097797e+00 -6.09453731e-07 1.24712692e-12)	3.99982971e+02
73000           	1.01325000e+05	(1.06097525e+00 -4.18812454e-07 1.25612570e-12)	3.99982971e+02
73100           	1.01325000e+05	(1.06097480e+00 1.65470516e-07 1.24988781e-12)	3.99982971e+02
73200           	1.01325000e+05	(1.06097695e+00 5.02665599e-07 1.25321809e-12)	3.99982971e+02
73300           	1.01325000e+05	(1.06097944e+00 1.80230119e-07 1.23299596e-12)	3.99982971e+02
73400           	1.01325000e+05	(1.06097898e+00 -3.72289379e-07 1.24355103e-12)	3.99982971e+02
73500           	1.01325000e+05	(1.06097652e+00 -3.40916260e-07 1.24552413e-12)	3.99982971e+02
73600           	1.01325000e+05	(1.06097577e+00 1.69185942e-07 1.24737023e-12)	3.99982971e+02
73700           	1.01325000e+05	(1.06097740e+00 4.82017612e-07 1.25127265e-12)	3.99982971e+02
73800           	1.01325000e+05	(1.06097987e+00 3.09170153e-07 1.26704360e-12)	3.99982971e+02
73900           	1.01325000e+05	(1.06098064e+00 -3.41377578e-07 1.24249323e-12)	3.99982971e+02
74000           	1.01325000e+05	(1.06097766e+00 -7.45118830e-07 1.23689923e-12)	3.99982971e+02
74100           	1.01325000e+05	(1.06097433e+00 -1.67942791e-07 1.24550246e-12)	3.99982971e+02
74200           	1.01325000e+05	(1.06097561e+00 7.00655096e-07 1.25464625e-12)	3.99982971e+02
74300           	1.01325000e+05	(1.06098027e+00 5.72043718e-07 1.25083191e-12)	3.99982971e+02
74400           	1.01325000e+05	(1.06098113e+00 -5.63687548e-07 1.26080984e-12)	3.99982971e+02
74500           	1.01325000e+05	(1.06097601e+00 -9.06581531e-07 1.24436175e-12)	3.99982971e+02
74600           	1.01325000e+05	(1.06097318e+00 4.64503360e-08 1.24720537e-12)	3.99982971e+02
74700           	1.01325000e+05	(1.06097537e+00 6.42798003e-07 1.23445772e-12)	3.99982971e+02
74800           	1.01325000e+05	(1.06097860e+00 5.16134403e-07 1.24032832e-12)	3.99982971e+02
74900           	1.01325000e+05	(1.06097981e+00 -3.13026562e-07 1.24208359e-12)	3.99982971e+02
75000           	1.01325000e+05	(1.06097607e+00 -7.26510535e-07 1.25500975e-12)	3.99982971e+02
75100           	1.01325000e+05	(1.06097333e+00 4.20801727e-08 1.24551367e-12)	3.99982971e+02
75200           	1.01325000e+05	(1.06097516e+00 6.64309300e-07 1.25040126e-12)	3.99982971e+02
75300           	1.01325000e+05	(1.06097887e+00 6.47493052e-07 1.25182858e-12)	3.99982971e+02
75400           	1.01325000e+05	(1.06098075e+00 -1.27240374e-07 1.25001769e-12)	3.99982971e+02
75500           	1.01325000e+05	(1.06097841e+00 -6.06044892e-07 1.24075169e-12)	3.99982971e+02
75600           	1.01325000e+05	(1.06097632e+00 -4.62116733e-07 1.24613673e-12)	3.99982971e+02
75700           	1.01325000e+05	(1.06097481e+00 -1.38157190e-07 1.24332826e-12)	3.99982971e+02
75800           	1.01325000e+05	(1.06097515e+00 3.32821230e-07 1.23323550e-12)	3.99982971e+02
75900           	1.01325000e+05	(1.06097659e+00 5.01952212e-07 1.24279706e-12)	3.99982971e+02
76000           	1.01325000e+05	(1.06097849e+00 5.46407419e-07 1.25484305e-12)	3.99982971e+02
76100           	1.01325000e+05	(1.06098062e+00 -2.30712470e-08 1.23595713e-12)	3.99982971e+02
76200           	1.01325000e+05	(1.06097852e+00 -7.59252822e-07 1.26822367e-12)	3.99982971e+02
76300           	1.01325000e+05	(1.06097401e+00 -4.72719849e-07 1.24139873e-12)	3.99982971e+02
76400           	1.01325000e+05	(1.06097318e+00 7.20364706e-07 1.24417289e-12)	3.99982971e+02
76500           	1.01325000e+05	(1.06097903e+00 1.26962377e-06 1.24529517e-12)	3.99982971e+02
76600           	1.01325000e+05	(1.06098421e+00 -1.54693379e-08 1.23789174e-12)	3.99982971e+02
76700           	1.01325000e+05	(1.06098073e+00 -1.32147112e-06 1.25202190e-12)	3.99982971e+02
76800           	1.01325000e+05	(1.06097447e+00 -1.10159580e-06 1.25635430e-12)	3.99982971e+02
76900           	1.01325000e+05	(1.06097137e+00 1.10157347e-07 1.24160601e-12)	3.99982971e+02
77000           	1.01325000e+05	(1.06097515e+00 1.30609615e-06 1.23909553e-12)	3.99982971e+02
77100           	1.01325000e+05	(1.06098245e+00 7.41708643e-07 1.26372255e-12)	3.99982971e+02
77200           	1.01325000e+05	(1.06098293e+00 -8.61962367e-07 1.24313714e-12)	3.99982971e+02
77300           	1.01325000e+05	(1.06097608e+00 -1.43930538e-06 1.26143430e-12)	3.99982971e+02
77400           	1.01325000e+05	(1.06097043e+00 -5.49430644e-08 1.24942714e-12)	3.99982971e+02
77500           	1.01325000e+05	(1.06097421e+00 1.25902525e-06 1.24619024e-12)	3.99982971e+02
77600           	1.01325000e+05	(1.06097972e+00 9.75445145e-07 1.26040144e-12)	3.99982971e+02
77700           	1.01325000e+05	(1.06098244e+00 1.99380287e-07 1.23874716e-12)	3.99982971e+02
77800           	1.01325000e+05	(1.06098154e+00 -8.51571941e-07 1.24600614e-12)	3.99982971e+02
77900           	1.01325000e+05	(1.06097693e+00 -9.39422984e-07 1.25697065e-12)	3.99982971e+02
78000           	1.01325000e+05	(1.06097551e+00 -5.62816535e-07 1.25150082e-12)	3.99982971e+02
78100           	1.01325000e+05	(1.06097350e+00 -3.07505752e-07 1.24760930e-12)	3.99982971e+02
78200           	1.01325000e+05	(1.06097367e+00 6.32863902e-07 1.25843216e-12)	3.99982971e+02
78300           	1.01325000e+05	(1.06097831e+00 7.80786910e-07 1.23998932e-12)	3.99982971e+02
78400           	1.01325000e+05	(1.06098083e+00 -8.03386329e-08 1.25695926e-12)	3.99982971e+02
78500           	1.01325000e+05	(1.06097861e+00 -8.49702297e-07 1.24533630e-12)	3.99982971e+02
78600           	1.01325000e+05	(1.06097385e+00 -6.04336369e-07 1.26433808e-12)	3.99982971e+02
78700           	1.01325000e+05	(1.06097301e+00 5.55369716e-07 1.23166266e-12)	3.99982971e+02
78800           	1.01325000e+05	(1.06097793e+00 1.05204515e-06 1.22873414e-12)	3.99982971e+02
78900           	1.01325000e+05	(1.06098275e+00 1.93070762e-07 1.23790125e-12)	3.99982971e+02
79000           	1.01325000e+05	(1.06098158e+00 -1.14474550e-06 1.24004058e-12)	3.99982971e+02
79100           	1.01325000e+05	(1.06097530e+00 -1.35112723e-06 1.24811797e-12)	3.99982971e+02
79200           	1.01325000e+05	(1.06097133e+00 -1.81061873e-07 1.24751332e-12)	3.99982971e+02
79300           	1.01325000e+05	(1.06097440e+00 9.08372616e-07 1.24483367e-12)	3.99982971e+02
79400           	1.01325000e+05	(1.06097968e+00 4.93567603e-07 1.23783807e-12)	3.99982971e+02
79500           	1.01325000e+05	(1.06097883e+00 -2.66166581e-07 1.24815242e-12)	3.99982971e+02
79600           	1.01325000e+05	(1.06097691e+00 4.34778643e-08 1.23628451e-12)	3.99982971e+02
79700           	1.01325000e+05	(1.06097756e+00 1.92135264e-07 1.26235011e-12)	3.99982971e+02
79800           	1.01325000e+05	(1.06097803e+00 1.79453047e-07 1.25199428e-12)	3.99982971e+02
79900           	1.01325000e+05	(1.06097810e+00 -4.05551919e-08 1.24722952e-12)	3.99982971e+02
80000           	1.01325000e+05	(1.06097631e+00 7.82746797e-08 1.25359728e-12)	3.99982971e+02
80100           	1.01325000e+05	(1.06097732e+00 5.32634921e-07 1.25600192e-12)	3.99982971e+02
80200           	1.01325000e+05	(1.06097953e+00 2.03636951e-07 1.27770023e-12)	3.99982971e+02
80300           	1.01325000e+05	(1.06097912e+00 -2.95079276e-07 1.25420644e-12)	3.99982971e+02
80400           	1.01325000e+05	(1.06097668e+00 -6.38781179e-07 1.24999931e-12)	3.99982971e+02
80500           	1.01325000e+05	(1.06097336e+00 -9.39100976e-08 1.24987449e-12)	3.99982971e+02
80600           	1.01325000e+05	(1.06097517e+00 5.58649655e-07 1.25825117e-12)	3.99982971e+02
80700           	1.01325000e+05	(1.06097728e+00 1.55342839e-07 1.23688738e-12)	3.99982971e+02
80800           	1.01325000e+05	(1.06097681e+00 -8.39833024e-09 1.25412958e-12)	3.99982971e+02
80900           	1.01325000e+05	(1.06097666e+00 -3.40181349e-08 1.22857585e-12)	3.99982971e+02
81000           	1.01325000e+05	(1.06097695e+00 8.58156060e-08 1.25937683e-12)	3.99982971e+02
81100           	1.01325000e+05	(1.06097821e+00 -1.74751117e-07 1.25107682e-12)	3.99982971e+02
81200           	1.01325000e+05	(1.06097665e+00 -4.75714659e-07 1.24063967e-12)	3.99982971e+02
81300           	1.01325000e+05	(1.06097551e+00 -7.28782811e-09 1.24679034e-12)	3.99982971e+02
81400           	1.01325000e+05	(1.06097728e+00 1.48399319e-07 1.25598314e-12)	3.99982971e+02
81500           	1.01325000e+05	(1.06097831e+00 -1.14848155e-07 1.24923574e-12)	3.99982971e+02
81600           	1.01325000e+05	(1.06097748e+00 -4.40597468e-07 1.23867656e-12)	3.99982971e+02
81700           	1.01325000e+05	(1.06097494e+00 -2.04194505e-07 1.22027322e-12)	3.99982971e+02
81800           	1.01325000e+05	(1.06097572e+00 5.54227135e-07 1.25223926e-12)	3.99982971e+02
81900           	1.01325000e+05	(1.06097928e+00 4.20750642e-07 1.25019554e-12)	3.99982971e+02
82000           	1.01325000e+05	(1.06097990e+00 -2.87887740e-07 1.25330878e-12)	3.99982971e+02
82100           	1.01325000e+05	(1.06097690e+00 -6.23498931e-07 1.25659374e-12)	3.99982971e+02
82200           	1.01325000e+05	(1.06097388e+00 8.22678010e-08 1.26184036e-12)	3.99982971e+02
82300           	1.01325000e+05	(1.06097635e+00 8.51163052e-07 1.26274197e-12)	3.99982971e+02
82400           	1.01325000e+05	(1.06098045e+00 4.41567138e-07 1.25085274e-12)	3.99982971e+02
82500           	1.01325000e+05	(1.06098065e+00 -5.21321427e-07 1.26122664e-12)	3.99982971e+02
82600           	1.01325000e+05	(1.06097646e+00 -1.01596220e-06 1.25938477e-12)	3.99982971e+02
82700           	1.01325000e+05	(1.06097205e+00 -2.97610304e-07 1.25956229e-12)	3.99982971e+02
82800           	1.01325000e+05	(1.06097314e+00 6.84709465e-07 1.26916084e-12)	3.99982971e+02
82900           	1.01325000e+05	(1.06097714e+00 7.03830591e-07 1.24489759e-12)	3.99982971e+02
83000           	1.01325000e+05	(1.06097919e+00 6.02606718e-08 1.25201169e-12)	3.99982971e+02
83100           	1.01325000e+05	(1.06097805e+00 -3.65991943e-07 1.24331434e-12)	3.99982971e+02
83200           	1.01325000e+05	(1.06097692e+00 -2.08481260e-07 1.22930565e-12)	3.99982971e+02
83300           	1.01325000e+05	(1.06097743e+00 -2.38938616e-07 1.24706256e-12)	3.99982971e+02
83400           	1.01325000e+05	(1.06097642e+00 -2.36325482e-07 1.23884058e-12)	3.99982971e+02
83500           	1.01325000e+05	(1.06097678e+00 2.01945266e-07 1.25133377e-12)	3.99982971e+02
83600           	1.01325000e+05	(1.06097883e+00 1.07995448e-07 1.26187373e-12)	3.99982971e+02
83700           	1.01325000e+05	(1.06097932e+00 -1.84853026e-07 1.25483947e-12)	3.99982971e+02
83800           	1.01325000e+05	(1.06097860e+00 -5.16475535e-07 1.23884987e-12)	3.99982971e+02
83900           	1.01325000e+05	(1.06097586e+00 -3.78609420e-07 1.24390530e-12)	3.99982971e+02
84000           	1.01325000e+05	(1.06097598e+00 2.97796508e-07 1.23298744e-12)	3.99982971e+02
84100           	1.01325000e+05	(1.06097812e+00 2.77879906e-07 1.24194689e-12)	3.99982971e+02
84200           	1.01325000e+05	(1.06097907e+00 1.14879330e-07 1.24983698e-12)	3.99982971e+02
84300           	1.01325000e+05	(1.06097925e+00 -4.12358383e-07 1.24901948e-12)	3.99982971e+02
84400           	1.01325000e+05	(1.06097584e+00 -5.24410516e-07 1.21857922e-12)	3.99982971e+02
84500           	1.01325000e+05	(1.06097428e+00 1.71966972e-07 1.23730538e-12)	3.99982971e+02
84600           	1.01325000e+05	(1.06097561e+00 6.96172775e-07 1.25005521e-12)	3.99982971e+02
84700           	1.01325000e+05	(1.06097929e+00 8.47831344e-07 1.28368023e-12)	3.99982971e+02
84800           	1.01325000e+05	(1.06098241e+00 -1.63688109e-07 1.23812773e-12)	3.99982971e+02
84900           	1.01325000e+05	(1.06097924e+00 -9.76395004e-07 1.24108570e-12)	3.99982971e+02
85000           	1.01325000e+05	(1.06097466e+00 -8.36473889e-07 1.25298260e-12)	3.99982971e+02
85100           	1.01325000e+05	(1.06097137e+00 2.70283184e-07 1.23625461e-12)	3.99982971e+02
85200           	1.01325000e+05	(1.06097629e+00 1.47780616e-06 1.23667333e-12)	3.99982971e+02
85300           	1.01325000e+05	(1.06098283e+00 3.95541952e-07 1.23103725e-12)	3.99982971e+02
85400           	1.01325000e+05	(1.06098073e+00 -6.75748860e-07 1.22850640e-12)	3.99982971e+02
85500           	1.01325000e+05	(1.06097646e+00 -9.27158786e-07 1.22275064e-12)	3.99982971e+02
85600           	1.01325000e+05	(1.06097192e+00 1.79086485e-07 1.22713858e-12)	3.99982971e+02
85700           	1.01325000e+05	(1.06097738e+00 1.27149260e-06 1.25007103e-12)	3.99982971e+02
85800           	1.01325000e+05	(1.06098192e+00 -7.17447551e-08 1.24385404e-12)	3.99982971e+02
85900           	1.01325000e+05	(1.06097784e+00 -6.60601314e-07 1.25059869e-12)	3.99982971e+02
86000           	1.01325000e+05	(1.06097469e+00 -1.29569671e-07 1.25665826e-12)	3.99982971e+02
86100           	1.01325000e+05	(1.06097582e+00 7.38315594e-07 1.25944884e-12)	3.99982971e+02
86200           	1.01325000e+05	(1.06098072e+00 3.41300152e-07 1.25198526e-12)	3.99982971e+02
86300           	1.01325000e+05	(1.06097932e+00 -7.82021892e-07 1.25496653e-12)	3.99982971e+02
86400           	1.01325000e+05	(1.06097436e+00 -5.55477896e-07 1.24478772e-12)	3.99982971e+02
86500           	1.01325000e+05	(1.06097319e+00 5.13547401e-07 1.24998453e-12)	3.99982971e+02
86600           	1.01325000e+05	(1.06097808e+00 1.14038946e-06 1.24696406e-12)	3.99982971e+02
86700           	1.01325000e+05	(1.06098331e+00 -4.27051099e-08 1.26799009e-12)	3.99982971e+02
86800           	1.01325000e+05	(1.06097931e+00 -1.45185021e-06 1.24258501e-12)	3.99982971e+02
86900           	1.01325000e+05	(1.06097135e+00 -8.67734537e-07 1.26514920e-12)	3.99982971e+02
87000           	1.01325000e+05	(1.06097055e+00 9.08574564e-07 1.25048290e-12)	3.99982971e+02
87100           	1.01325000e+05	(1.06097808e+00 1.52270995e-06 1.25252219e-12)	3.99982971e+02
87200           	1.01325000e+05	(1.06098379e+00 1.32161566e-07 1.24447644e-12)	3.99982971e+02
87300           	1.01325000e+05	(1.06098013e+00 -1.20338647e-06 1.23611348e-12)	3.99982971e+02
87400           	1.01325000e+05	(1.06097449e+00 -7.46963520e-07 1.24787943e-12)	3.99982971e+02
87500           	1.01325000e+05	(1.06097425e+00 -5.90960680e-08 1.24662285e-12)	3.99982971e+02
87600           	1.01325000e+05	(1.06097470e+00 2.84433738e-07 1.25763858e-12)	3.99982971e+02
87700           	1.01325000e+05	(1.06097690e+00 6.53754533e-07 1.23652638e-12)	3.99982971e+02
87800           	1.01325000e+05	(1.06097980e+00 3.28355457e-07 1.24156978e-12)	3.99982971e+02
87900           	1.01325000e+05	(1.06098049e+00 -2.53638614e-07 1.22309239e-12)	3.99982971e+02
88000           	1.01325000e+05	(1.06097863e+00 -8.43824974e-07 1.23615587e-12)	3.99982971e+02
88100           	1.01325000e+05	(1.06097449e+00 -6.56716114e-07 1.23036427e-12)	3.99982971e+02
88200           	1.01325000e+05	(1.06097341e+00 2.68966177e-07 1.23485730e-12)	3.99982971e+02
88300           	1.01325000e+05	(1.06097639e+00 7.25184241e-07 1.24837188e-12)	3.99982971e+02
88400           	1.01325000e+05	(1.06097911e+00 3.83972057e-07 1.23865228e-12)	3.99982971e+02
88500           	1.01325000e+05	(1.06097946e+00 -3.22884954e-08 1.24195774e-12)	3.99982971e+02
88600           	1.01325000e+05	(1.06097850e+00 -3.57294478e-07 1.26066859e-12)	3.99982971e+02
88700           	1.01325000e+05	(1.06097641e+00 -2.45765515e-07 1.22875190e-12)	3.99982971e+02
88800           	1.01325000e+05	(1.06097654e+00 7.88100569e-08 1.25483821e-12)	3.99982971e+02
88900           	1.01325000e+05	(1.06097694e+00 7.58224284e-08 1.25412431e-12)	3.99982971e+02
89000           	1.01325000e+05	(1.06097742e+00 1.95188279e-07 1.25414255e-12)	3.99982971e+02
89100           	1.01325000e+05	(1.06097838e+00 1.58493409e-08 1.23460982e-12)	3.99982971e+02
89200           	1.01325000e+05	(1.06097789e+00 -2.06058496e-07 1.26358225e-12)	3.99982971e+02
89300           	1.01325000e+05	(1.06097679e+00 -2.45912004e-07 1.24823626e-12)	3.99982971e+02
89400           	1.01325000e+05	(1.06097550e+00 -3.37953051e-09 1.25540937e-12)	3.99982971e+02
89500           	1.01325000e+05	(1.06097623e+00 4.09720692e-07 1.26288663e-12)	3.99982971e+02
89600           	1.01325000e+05	(1.06097813e+00 3.64320601e-07 1.24082921e-12)	3.99982971e+02
89700           	1.01325000e+05	(1.06097901e+00 4.22622409e-08 1.23392744e-12)	3.99982971e+02
89800           	1.01325000e+05	(1.06097848e+00 -3.05028610e-07 1.25159059e-12)	3.99982971e+02
